,movie_title,director_name,imdb_score
1284,The Magic Sword: Quest for Camelot ,Frederik Du Chau,6.2
231,RoboCop ,José Padilha,6.2
4309,The Missing Person ,Noah Buschel,6.2
3072,Machine Gun McCain ,Giuliano Montaldo,6.2
4503,Certifiably Jonathan ,James David Pasternak,6.2
3527,Dom Hemingway ,Richard Shepard,6.2
261,300: Rise of an Empire ,Noam Murro,6.2
3528,Gerry ,Gus Van Sant,6.2
2267,Secret in Their Eyes ,Billy Ray,6.2
4784,Poultrygeist: Night of the Chicken Dead ,Lloyd Kaufman,6.2
1808,The Sisterhood of the Traveling Pants 2 ,Sanaa Hamri,6.2
4511,Airborne ,Rob Bowman,6.2
3145,Kung Pow: Enter the Fist ,Steve Oedekerk,6.2
4779,The Toxic Avenger ,Michael Herz,6.2
1384,Never Say Never Again ,Irvin Kershner,6.2
1779,3 Days to Kill ,McG,6.2
3774,Jekyll and Hyde... Together Again ,Jerry Belson,6.2
2012,Ironclad ,Jonathan English,6.2
2912,Casino Jack ,George Hickenlooper,6.2
3503,Bride & Prejudice ,Gurinder Chadha,6.2
835,Walking Tall ,Kevin Bray,6.2
3695,Dum Maaro Dum ,Rohan Sippy,6.2
3091,Saw III ,Darren Lynn Bousman,6.2
2032,The Men Who Stare at Goats ,Grant Heslov,6.2
4877,The Christmas Bunny ,Tom Seidman,6.2
1356,Rock Star ,Stephen Herek,6.2
4470,The Hebrew Hammer ,Jonathan Kesselman,6.2
3506,Split Second ,Tony Maylam,6.2
644,Entrapment ,Jon Amiel,6.2
2085,The Game Plan ,Andy Fickman,6.2
1599,The First Wives Club ,Hugh Wilson,6.2
2199,Man of the Year ,Barry Levinson,6.2
3797,The Visit ,M. Night Shyamalan,6.2
1598,The Princess Diaries ,Garry Marshall,6.2
2942,How High ,Jesse Dylan,6.2
3795,Desert Blue ,Morgan J. Freeman,6.2
3686,Animals ,Collin Schiffli,6.2
1288,City Hall ,Harold Becker,6.2
3110,Mad Max Beyond Thunderdome ,George Miller,6.2
5023,Breaking Upwards ,Daryl Wein,6.2
2335,The Game of Their Lives ,David Anspaugh,6.2
54,Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,6.2
4844,Death Race 2000 ,Paul Bartel,6.2
4546,Beyond the Valley of the Dolls ,Russ Meyer,6.2
3885,Porky's ,Bob Clark,6.2
3729,O ,Tim Blake Nelson,6.2
4750,Finishing the Game: The Search for a New Bruce Lee ,Justin Lin,6.2
1549,Takers ,John Luessenhop,6.2
3560,The Adventures of Huck Finn ,Stephen Sommers,6.2
1547,Stigmata ,Rupert Wainwright,6.2
852,Flightplan ,Robert Schwentke,6.2
59,Rush Hour 3 ,Brett Ratner,6.2
985,Resident Evil: Apocalypse ,Alexander Witt,6.2
1830,The Statement ,Norman Jewison,6.2
2836,RoboCop ,José Padilha,6.2
1821,Case 39 ,Christian Alvart,6.2
1845,Final Destination 2 ,David R. Ellis,6.2
1256,Scream 4 ,Wes Craven,6.2
2114,Darling Lili ,Blake Edwards,6.2
3947,Adore ,Anne Fontaine,6.2
2076,Vanity Fair ,Mira Nair,6.2
4907,Shooting the Warwicks ,Adam Rifkin,6.2
623,Osmosis Jones ,Bobby Farrelly,6.2
2474,Red Lights ,Rodrigo Cortés,6.2
3062,The Perez Family ,Mira Nair,6.2
4547,Love Me Tender ,Robert D. Webb,6.2
1264,Fever Pitch ,Bobby Farrelly,6.2
3064,O ,Tim Blake Nelson,6.2
1076,Miss Congeniality ,Donald Petrie,6.2
3878,Cargo ,Ivan Engler,6.2
1311,Impostor ,Gary Fleder,6.2
681,Proof of Life ,Taylor Hackford,6.2
2587,Good ,Vicente Amorim,6.2
1300,Alfie ,Charles Shyer,6.2
4062,Beneath the Planet of the Apes ,Ted Post,6.1
1228,Small Soldiers ,Joe Dante,6.1
1110,Johnny English ,Peter Howitt,6.1
804,Edtv ,Ron Howard,6.1
968,I Am Number Four ,D.J. Caruso,6.1
966,Hansel & Gretel: Witch Hunters ,Tommy Wirkola,6.1
805,Inkheart ,Iain Softley,6.1
3371,That Awkward Moment ,Tom Gormican,6.1
1355,Extreme Measures ,Michael Apted,6.1
3325,The I Inside ,Roland Suso Richter,6.1
4013,The Betrayed ,Amanda Gusack,6.1
3754,Not Easily Broken ,Bill Duke,6.1
3730,"As Above, So Below ",John Erick Dowdle,6.1
3492,In Too Deep ,Michael Rymer,6.1
1227,Shall We Dance ,Peter Chelsom,6.1
4107,Hobo with a Shotgun ,Jason Eisener,6.1
795,Dragonfly ,Tom Shadyac,6.1
3606,Tales from the Hood ,Rusty Cundieff,6.1
3891,Exodus: Gods and Kings ,Ridley Scott,6.1
1168,15 Minutes ,John Herzfeld,6.1
1267,A Million Ways to Die in the West ,Seth MacFarlane,6.1
3654,Murder by Numbers ,Barbet Schroeder,6.1
944,Daddy's Home ,Sean Anders,6.1
3953,Futuro Beach ,Karim Aïnouz,6.1
1219,The Mexican ,Gore Verbinski,6.1
3470,Magic Mike ,Steven Soderbergh,6.1
3638,Snow Flower and the Secret Fan ,Wayne Wang,6.1
1376,How to Be Single ,Christian Ditter,6.1
1282,Renaissance Man ,Penny Marshall,6.1
3998,She's the One ,Edward Burns,6.1
3951,Sonny with a Chance             ,,6.1
1339,Sweet Home Alabama ,Andy Tennant,6.1
1388,A Man Apart ,F. Gary Gray,6.1
3873,The Sweeney ,Nick Love,6.1
4026,August ,Eldar Rapaport,6.1
3804,Dead Like Me: Life After Death ,Stephen Herek,6.1
1057,Dick Tracy ,Warren Beatty,6.1
3684,R100 ,Hitoshi Matsumoto,6.1
3467,Flashdance ,Adrian Lyne,6.1
998,Murder by Numbers ,Barbet Schroeder,6.1
4390,Grace Unplugged ,Brad J. Silverman,6.1
4152,Griff the Invisible ,Leon Ford,6.1
4506,Grand Theft Parsons ,David Caffrey,6.1
2860,Two Can Play That Game ,Mark Brown,6.1
2853,The Big Hit ,Kirk Wong,6.1
4522,Beyond the Black Rainbow ,Panos Cosmatos,6.1
2851,This Christmas ,Preston A. Whitmore II,6.1
2847,Loaded Weapon 1 ,Gene Quintano,6.1
2844,About Last Night ,Steve Pink,6.1
2838,Save the Last Dance ,Thomas Carter,6.1
1833,Freaky Friday ,Mark Waters,6.1
1859,Blood and Wine ,Bob Rafelson,6.1
456,Bedtime Stories ,Adam Shankman,6.1
445,Deep Impact ,Mimi Leder,6.1
1873,The Bodyguard ,Mick Jackson,6.1
4583,The Battle of Shaker Heights ,Efram Potelle,6.1
432,Jumper ,Doug Liman,6.1
4596,Safe Men ,John Hamburg,6.1
1890,Parental Guidance ,Andy Fickman,6.1
4601,Alone with Her ,Eric Nicholas,6.1
1893,Romeo Must Die ,Andrzej Bartkowiak,6.1
2750,Automata ,Gabe Ibáñez,6.1
2743,The Midnight Meat Train ,Ryûhei Kitamura,6.1
4617,Childless ,Charlie Levi,6.1
1910,Money Talks ,Brett Ratner,6.1
387,The Devil's Own ,Alan J. Pakula,6.1
2869,Dick ,Andrew Fleming,6.1
2874,Birthday Girl ,Jez Butterworth,6.1
2691,Knockaround Guys ,Brian Koppelman,6.1
4501,Down and Out with the Dolls ,Kurt Voss,6.1
4331,Small Apartments ,Jonas Åkerlund,6.1
1626,13 Going on 30 ,Gary Winick,6.1
1630,Message in a Bottle ,Luis Mandoki,6.1
626,Sky Captain and the World of Tomorrow ,Kerry Conran,6.1
4367,Ed and His Dead Mother ,Jonathan Wacks,6.1
4380,Conquest of the Planet of the Apes ,J. Lee Thompson,6.1
1661,Larry Crowne ,Tom Hanks,6.1
605,The Monuments Men ,George Clooney,6.1
3012,Space Battleship Yamato ,Takashi Yamazaki,6.1
1685,The Replacement Killers ,Antoine Fuqua,6.1
4431,Road Hard ,Adam Carolla,6.1
564,Sucker Punch ,Zack Snyder,6.1
1705,Chasing Liberty ,Andy Cadiff,6.1
561,Flight of the Phoenix ,John Moore,6.1
1712,Antitrust ,Peter Howitt,6.1
554,Immortals ,Tarsem Singh,6.1
4466,Mercury Rising ,Harold Becker,6.1
4475,Friday the 13th Part 2 ,Steve Miner,6.1
1773,30 Minutes or Less ,Ruben Fleischer,6.1
2902,Cat People ,Paul Schrader,6.1
2901,The Killer Inside Me ,Michael Winterbottom,6.1
1788,Our Brand Is Crisis ,David Gordon Green,6.1
1793,Captain Alatriste: The Spanish Musketeer ,Agustín Díaz Yanes,6.1
367,Ben-Hur ,Timur Bekmambetov,6.1
317,The Expendables 3 ,Patrick Hughes,6.1
3094,The Purge: Election Year ,James DeMonaco,6.1
157,Fun with Dick and Jane ,Dean Parisot,6.1
149,Die Another Day ,Lee Tamahori,6.1
2120,Hit and Run ,David Palmer,6.1
2404,My Big Fat Greek Wedding 2 ,Kirk Jones,6.1
2145,Swing Vote ,Joshua Michael Stern,6.1
111,Pearl Harbor ,Michael Bay,6.1
2367,The Switch ,Josh Gordon,6.1
4942,Cat People ,Paul Schrader,6.1
107,Shrek the Third ,Chris Miller,6.1
104,The Sorcerer's Apprentice ,Jon Turteltaub,6.1
81,Snow White and the Huntsman ,Rupert Sanders,6.1
76,Waterworld ,Kevin Reynolds,6.1
2195,Lakeview Terrace ,Neil LaBute,6.1
4993,The Signal ,William Eubank,6.1
2315,Birth ,Jonathan Glazer,6.1
2221,Eye for an Eye ,John Schlesinger,6.1
2288,Three to Tango ,Damon Santostefano,6.1
5025,Pink Flamingos ,John Waters,6.1
24,The Golden Compass ,Chris Weitz,6.1
2279,Undisputed ,Walter Hill,6.1
2272,Lockout ,James Mather,6.1
5030,On the Downlow ,Tadeo Garcia,6.1
11,Superman Returns ,Bryan Singer,6.1
2240,Vampires ,John Carpenter,6.1
152,Men in Black II ,Barry Sonnenfeld,6.1
159,Exodus: Gods and Kings ,Ridley Scott,6.1
4721,Love Letters ,Amy Holden Jones,6.1
2439,The Tailor of Panama ,John Boorman,6.1
2648,The Wedding Date ,Clare Kilner,6.1
4725,Benji ,Joe Camp,6.1
295,Eraser ,Chuck Russell,6.1
1971,Lifeforce ,Tobe Hooper,6.1
4745,Drinking Buddies ,Joe Swanberg,6.1
2615,Private Benjamin ,Howard Zieff,6.1
2613,Ben-Hur ,Timur Bekmambetov,6.1
4754,The Slaughter Rule ,Alex Smith,6.1
2006,A Turtle's Tale: Sammy's Adventures ,Ben Stassen,6.1
2017,On the Road ,Walter Salles,6.1
2021,Scream 2 ,Wes Craven,6.1
251,San Andreas ,Brad Peyton,6.1
244,The Huntsman: Winter's War ,Cedric Nicolas-Troyan,6.1
4804,What Happens in Vegas ,Tom Vaughan,6.1
4805,The Dark Hours ,Paul Fox,6.1
4814,Maniac ,Franck Khalfoun,6.1
232,Speed Racer ,Lana Wachowski,6.1
2050,The Waterboy ,Frank Coraci,6.1
220,Mission: Impossible II ,John Woo,6.1
2057,Someone Like You... ,Tony Goldwyn,6.1
2062,Anywhere But Here ,Wayne Wang,6.1
2063,Chasing Liberty ,Andy Cadiff,6.1
4866,Sugar Town ,Allison Anders,6.1
1609,Rugrats in Paris: The Movie ,Stig Bergqvist,6.1
4527,Lake Mungo ,Joel Anderson,6.1
682,Zathura: A Space Adventure ,Jon Favreau,6.1
755,Up Close & Personal ,Jon Avnet,6.1
1583,Vacation ,John Francis Daley,6.1
1569,The Good German ,Steven Soderbergh,6.1
3147,Wrong Turn ,Rob Schmidt,6.1
667,The Kid ,Jon Turteltaub,6.1
3176,The Collection ,Marcus Dunstan,6.1
4275,We Are Your Friends ,Max Joseph,6.1
700,Dragon Blade ,Daniel Lee,6.1
725,Two Weeks Notice ,Marc Lawrence,6.1
3242,The Oxford Murders ,Álex de la Iglesia,6.1
4206,Anatomy ,Stefan Ruzowitzky,6.1
748,Starsky & Hutch ,Todd Phillips,6.1
3260,Next Friday ,Steve Carr,6.1
4320,Grave Encounters ,Colin Minihan,6.1
756,The Tale of Despereaux ,Sam Fell,6.1
3270,Gentlemen Broncos ,Jared Hess,6.1
766,Practical Magic ,Griffin Dunne,6.1
776,The Sentinel ,Clark Johnson,6.1
1464,Nanny McPhee Returns ,Susanna White,6.1
777,Planet 51 ,Jorge Blanco,6.1
1463,Heist ,Scott Mann,6.1
785,Mercury Rising ,Harold Becker,6.1
3312,Two Evil Eyes ,Dario Argento,6.1
3313,Barbecue ,Eric Lavaine,6.1
3317,Heist ,Scott Mann,6.1
3115,Insidious: Chapter 3 ,Leigh Whannell,6.1
3788,Albino Alligator ,Kevin Spacey,6.1
1607,27 Dresses ,Anne Fletcher,6.1
3105,Jeepers Creepers ,Victor Salva,6.1
3418,Pathology ,Marc Schölermann,6.0
2681,Firestarter ,Mark L. Lester,6.0
2748,Bathory: Countess of Blood ,Juraj Jakubisko,6.0
2744,Winnie Mandela ,Darrell Roodt,6.0
1202,Get Hard ,Etan Cohen,6.0
3920,Let's Go to Prison ,Bob Odenkirk,6.0
4635,Ask Me Anything ,Allison Burnett,6.0
3025,Dirty Grandpa ,Dan Mazer,6.0
348,The Alamo ,John Lee Hancock,6.0
1940,The Gambler ,Rupert Wyatt,6.0
945,Into the Woods ,Rob Marshall,6.0
1942,Ice Princess ,Tim Fywell,6.0
2655,The Object of My Affection ,Nicholas Hytner,6.0
4237,Jack Brooks: Monster Slayer ,Jon Knautz,6.0
314,Hercules ,Brett Ratner,6.0
305,The Tourist ,Florian Henckel von Donnersmarck,6.0
4738,The R.M. ,Kurt Hale,6.0
801,The Mortal Instruments: City of Bones ,Harald Zwart,6.0
4742,Never Again ,Eric Schaeffer,6.0
4118,The Gambler ,Rupert Wyatt,6.0
1535,Pushing Tin ,Mike Newell,6.0
418,The Fast and the Furious: Tokyo Drift ,Justin Lin,6.0
1148,28 Days ,Betty Thomas,6.0
2791,Dead Man on Campus ,Alan Cohn,6.0
3149,The Corruptor ,James Foley,6.0
3321,The Girl on the Train ,André Téchiné,6.0
666,Broken Arrow ,John Woo,6.0
1837,Kindergarten Cop ,Ivan Reitman,6.0
2827,The Caveman's Valentine ,Kasi Lemmons,6.0
4542,Godzilla 2000 ,Takao Okawara,6.0
1855,Original Sin ,Michael Cristofer,6.0
1249,Medicine Man ,John McTiernan,6.0
4091,Kama Sutra: A Tale of Love ,Mira Nair,6.0
668,World Trade Center ,Oliver Stone,6.0
810,Xi you ji zhi: Sun Wukong san da Baigu Jing ,Pou-Soi Cheang,6.0
3170,The Tourist ,Florian Henckel von Donnersmarck,6.0
3044,Raising Cain ,Brian De Palma,6.0
853,Disclosure ,Barry Levinson,6.0
4599,The Specials ,Craig Mazin,6.0
1881,Jimmy Neutron: Boy Genius ,John A. Davis,6.0
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Michael Pressman,6.0
1537,Doomsday ,Neil Marshall,6.0
1222,The Other Woman ,Nick Cassavetes,6.0
1392,The Rite ,Mikael Håfström,6.0
2608,Twins ,Ivan Reitman,6.0
1146,Victor Frankenstein ,Paul McGuigan,6.0
3954,Another Happy Day ,Sam Levinson,6.0
2576,Duets ,Bruce Paltrow,6.0
4909,Baghead ,Jay Duplass,6.0
2139,For Colored Girls ,Tyler Perry,6.0
1018,Dream House ,Jim Sheridan,6.0
1024,Domino ,Tony Scott,6.0
2385,The Amityville Horror ,Andrew Douglas,6.0
3273,Kites ,Anurag Basu,6.0
4172,Beer League ,Frank Sebastiano,6.0
2339,Les couloirs du temps: Les visiteurs II ,Jean-Marie Poiré,6.0
4990,Counting ,Jem Cohen,6.0
3075,Kabhi Alvida Naa Kehna ,Karan Johar,6.0
36,Transformers: Revenge of the Fallen ,Michael Bay,6.0
2290,We're No Angels ,Neil Jordan,6.0
637,Mystery Men ,Kinka Usher,6.0
784,Righteous Kill ,Jon Avnet,6.0
1622,Baby Mama ,Michael McCullers,6.0
2271,What's Your Number? ,Mark Mylod,6.0
4335,The Torture Chamber of Dr. Sadism ,Harald Reinl,6.0
1050,Bedazzled ,Harold Ramis,6.0
1055,The Cable Guy ,Ben Stiller,6.0
1482,Krull ,Peter Yates,6.0
3263,Plastic ,Julian Gilbey,6.0
1487,American Outlaws ,Les Mayfield,6.0
3354,Valley of the Wolves: Iraq ,Serdar Akar,6.0
847,Casper ,Brad Silberling,6.0
991,Raising Helen ,Garry Marshall,6.0
3444,Men with Brooms ,Paul Gross,6.0
1128,Miracle at St. Anna ,Spike Lee,6.0
243,Windtalkers ,John Woo,6.0
1127,Deep Rising ,Stephen Sommers,6.0
4808,Show Me ,Cassandra Nicolaou,6.0
1494,Punisher: War Zone ,Lexi Alexander,6.0
218,How the Grinch Stole Christmas ,Ron Howard,6.0
169,Sahara ,Breck Eisner,6.0
2506,ATL ,Chris Robinson,6.0
1118,Multiplicity ,Harold Ramis,6.0
3442,The Hotel New Hampshire ,Tony Richardson,6.0
1427,Neighbors 2: Sorority Rising ,Nicholas Stoller,6.0
3855,Saving Private Perez ,Beto Gómez,6.0
2070,Harley Davidson and the Marlboro Man ,Simon Wincer,6.0
2484,City of Ghosts ,Matt Dillon,6.0
2099,Victor Frankenstein ,Paul McGuigan,6.0
1268,The Shadow ,Russell Mulcahy,6.0
4653,"For a Good Time, Call... ",Jamie Travis,6.0
3040,Saw VI ,Kevin Greutert,6.0
4495,Home Run ,David Boyd,6.0
2871,Light It Up ,Craig Bolotin,6.0
503,Arthur and the Invisibles ,Luc Besson,6.0
3001,Critical Care ,Sidney Lumet,6.0
3533,Ca$h ,Stephen Milburn Anderson,6.0
820,Leatherheads ,George Clooney,6.0
3401,Showdown in Little Tokyo ,Mark L. Lester,6.0
1804,Divine Secrets of the Ya-Ya Sisterhood ,Callie Khouri,6.0
3138,Roll Bounce ,Malcolm D. Lee,6.0
4500,Blue Like Jazz ,Steve Taylor,6.0
872,The Hunted ,William Friedkin,6.0
4432,Forty Shades of Blue ,Ira Sachs,6.0
2971,The Alamo ,John Lee Hancock,6.0
501,The Last Witch Hunter ,Breck Eisner,6.0
1305,Victor Frankenstein ,Paul McGuigan,6.0
4314,Circle ,Aaron Hann,6.0
559,Carriers ,David Pastor,6.0
1372,Nim's Island ,Jennifer Flackett,6.0
558,Soldier ,Paul W.S. Anderson,6.0
3494,House of 1000 Corpses ,Rob Zombie,6.0
1723,1911 ,Li Zhang,6.0
535,Grown Ups ,Dennis Dugan,6.0
3990,Creepshow 2 ,Michael Gornick,6.0
2939,Quarantine ,John Erick Dowdle,6.0
541,Shark Tale ,Bibo Bergeron,6.0
3971,Desert Dancer ,Richard Raymond,6.0
566,Sphere ,Barry Levinson,6.0
863,Mr. Popper's Penguins ,Mark Waters,6.0
3112,The Boy ,William Brent Bell,6.0
1820,The Newton Boys ,Richard Linklater,6.0
3967,Ben-Hur ,Timur Bekmambetov,6.0
1324,Nomad: The Warrior ,Sergey Bodrov,6.0
590,Hercules ,Brett Ratner,6.0
3021,The Cry of the Owl ,Jamie Thraves,6.0
592,S.W.A.T. ,Clark Johnson,6.0
1053,Taken 3 ,Olivier Megaton,6.0
3539,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,Richard Rich,6.0
499,The Postman ,Kevin Costner,6.0
586,The SpongeBob Movie: Sponge Out of Water ,Paul Tibbitt,6.0
3097,Saw IV ,Darren Lynn Bousman,5.9
1304,Cirque du Freak: The Vampire's Assistant ,Paul Weitz,5.9
2516,My Life in Ruins ,Donald Petrie,5.9
783,Analyze That ,Harold Ramis,5.9
642,Dinner for Schmucks ,Jay Roach,5.9
1001,The Story of Us ,Rob Reiner,5.9
4310,Return of the Living Dead III ,Brian Yuzna,5.9
832,Captain Corelli's Mandolin ,John Madden,5.9
2548,The Texas Chainsaw Massacre: The Beginning ,Jonathan Liebesman,5.9
4308,The Last Five Years ,Richard LaGravenese,5.9
1297,Memoirs of an Invisible Man ,John Carpenter,5.9
2243,My Best Friend's Girl ,Howard Deutch,5.9
3865,After.Life ,Agnieszka Wojtowicz-Vosloo,5.9
2187,Premonition ,Mennan Yapo,5.9
3868,R.L. Stine's Monsterville: The Cabinet of Souls ,Peter DeLuise,5.9
4780,Straight Out of Brooklyn ,Matty Rich,5.9
2597,Slow Burn ,Wayne Beach,5.9
4121,Fort McCoy ,Kate Connor,5.9
986,Bridget Jones: The Edge of Reason ,Beeban Kidron,5.9
276,Stuart Little ,Rob Minkoff,5.9
2854,Harriet the Spy ,Bronwen Hughes,5.9
825,Red Tails ,Anthony Hemingway,5.9
1291,Kiss of Death ,Barbet Schroeder,5.9
3236,The Good Guy ,Julio DePietro,5.9
552,First Knight ,Jerry Zucker,5.9
1414,Guess Who ,Kevin Rodney Sullivan,5.9
2251,School for Scoundrels ,Todd Phillips,5.9
2946,Katy Perry: Part of Me ,Dan Cutforth,5.9
2556,Joe Dirt ,Dennie Gordon,5.9
245,Teenage Mutant Ninja Turtles ,Jonathan Liebesman,5.9
1002,The Host ,Andrew Niccol,5.9
1678,Sanctum ,Alister Grierson,5.9
4207,Sleep Dealer ,Alex Rivera,5.9
175,Happy Feet 2 ,George Miller,5.9
1111,The Ant Bully ,John A. Davis,5.9
4065,Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,5.9
3744,Halloween 4: The Return of Michael Myers ,Dwight H. Little,5.9
4143,Barry Munday ,Chris D'Arienzo,5.9
28,Battleship ,Peter Berg,5.9
865,Free Birds ,Jimmy Hayward,5.9
122,Night at the Museum: Battle of the Smithsonian ,Shawn Levy,5.9
1689,88 Minutes ,Jon Avnet,5.9
3823,Hostel ,Eli Roth,5.9
4350,Carrie ,Kimberly Peirce,5.9
4130,Tanner Hall ,Francesca Gregorini,5.9
2200,The Black Hole ,Gary Nelson,5.9
1443,Something Borrowed ,Luke Greenfield,5.9
4169,Friday the 13th: The Final Chapter ,Joseph Zito,5.9
2359,A Cinderella Story ,Mark Rosman,5.9
1034,The One ,James Wong,5.9
3757,Digimon: The Movie ,Mamoru Hosoda,5.9
3335,Barbarella ,Roger Vadim,5.9
1020,Baby's Day Out ,Patrick Read Johnson,5.9
3839,Savage Grace ,Tom Kalin,5.9
1662,Carrie ,Kimberly Peirce,5.9
1669,The Prince and Me ,Martha Coolidge,5.9
2462,The Wraith ,Mike Marvin,5.9
1466,The X Files: I Want to Believe ,Chris Carter,5.9
1107,The Indian in the Cupboard ,Frank Oz,5.9
2227,Nancy Drew ,Andrew Fleming,5.9
2101,Saving Silverman ,Dennis Dugan,5.9
2446,9½ Weeks ,Adrian Lyne,5.9
1623,Hope Floats ,Forest Whitaker,5.9
2979,Fortress ,Stuart Gordon,5.9
762,London Has Fallen ,Babak Najafi,5.9
3424,The Death and Life of Bobby Z ,John Herzfeld,5.9
565,Snake Eyes ,Brian De Palma,5.9
1625,Without a Paddle ,Steven Brill,5.9
1435,Must Love Dogs ,Gary David Goldberg,5.9
2132,Firefox ,Clint Eastwood,5.9
1157,Along Came Polly ,John Hamburg,5.9
1315,A Thousand Words ,Brian Robbins,5.9
2602,3 Men and a Baby ,Leonard Nimoy,5.9
3093,Bring It On ,Peyton Reed,5.9
984,The Peacemaker ,Mimi Leder,5.9
2701,Raise Your Voice ,Sean McNamara,5.9
435,The 6th Day ,Roger Spottiswoode,5.9
675,Blade: Trinity ,David S. Goyer,5.9
3531,The Extra Man ,Shari Springer Berman,5.9
2875,21 & Over ,Jon Lucas,5.9
910,Lucky You ,Curtis Hanson,5.9
909,Beloved ,Jonathan Demme,5.9
2881,Faithful ,Paul Mazursky,5.9
1216,Shallow Hal ,Bobby Farrelly,5.9
2747,The Good Night ,Jake Paltrow,5.9
1210,Ride Along 2 ,Tim Story,5.9
3136,Sugar Hill ,Leon Ichaso,5.9
638,Hall Pass ,Bobby Farrelly,5.9
643,Abraham Lincoln: Vampire Hunter ,Timur Bekmambetov,5.9
4222,Redemption Road ,Mario Van Peebles,5.9
3612,200 Cigarettes ,Risa Bramon Garcia,5.9
705,3000 Miles to Graceland ,Demian Lichtenstein,5.9
4634,Jesse             ,,5.9
901,Shaft ,John Singleton,5.9
3913,The Night Listener ,Patrick Stettner,5.9
4644,Circumstance ,Maryam Keshavarz,5.9
713,Wild Hogs ,Walt Becker,5.9
2771,The Possession ,Ole Bornedal,5.9
3940,Prison ,Renny Harlin,5.9
1235,Escape from Planet Earth ,Cal Brunker,5.9
1822,Suspect Zero ,E. Elias Merhige,5.9
3151,Reno 911!: Miami ,Robert Ben Garant,5.9
4518,From a Whisper to a Scream ,Jeff Burr,5.9
3154,Hey Arnold! The Movie ,Tuck Tucker,5.9
2846,The New Guy ,Ed Decter,5.9
1561,Laws of Attraction ,Peter Howitt,5.9
1261,Final Destination 5 ,Steven Quale,5.9
1556,1941 ,Steven Spielberg,5.9
3562,Friends with Money ,Nicole Holofcener,5.9
487,The Brothers Grimm ,Terry Gilliam,5.9
1566,The Incredible Burt Wonderstone ,Don Scardino,5.9
2783,Poetic Justice ,John Singleton,5.9
3946,Among Giants ,Sam Miller,5.9
4541,Cry_Wolf ,Jeff Wadlow,5.9
2820,Teenage Mutant Ninja Turtles ,Jonathan Liebesman,5.9
484,The Legend of Zorro ,Martin Campbell,5.9
481,The Time Machine ,Simon Wells,5.9
2804,Gossip ,Davis Guggenheim,5.9
617,Rock of Ages ,Adam Shankman,5.9
1239,Legal Eagles ,Ivan Reitman,5.9
3103,The Grudge ,Takashi Shimizu,5.9
4075,Next Day Air ,Benny Boom,5.9
1901,Hide and Seek ,John Polson,5.9
378,Percy Jackson: Sea of Monsters ,Thor Freudenthal,5.9
1286,At First Sight ,Irwin Winkler,5.9
1988,Stone Cold ,Craig R. Baxley,5.9
728,Days of Thunder ,Tony Scott,5.9
1984,The Possession ,Ole Bornedal,5.9
539,Vertical Limit ,Martin Campbell,5.9
4230,The Last Sin Eater ,Michael Landon Jr.,5.9
1750,The Rugrats Movie ,Igor Kovalyov,5.9
824,Resident Evil: Afterlife ,Paul W.S. Anderson,5.9
2920,The Golden Child ,Michael Ritchie,5.9
3646,Don McKay ,Jake Goldberger,5.9
2245,Georgia Rule ,Garry Marshall,5.9
4728,Kingdom of the Spiders ,John 'Bud' Cardos,5.9
1960,The Ruins ,Carter Smith,5.9
4231,Do You Believe? ,Jon Gunn,5.9
3134,The Fourth Kind ,Olatunde Osunsanmi,5.9
517,The Invasion ,Oliver Hirschbiegel,5.9
351,Percy Jackson & the Olympians: The Lightning Thief ,Chris Columbus,5.9
515,2 Fast 2 Furious ,John Singleton,5.9
344,Jurassic Park III ,Joe Johnston,5.9
1401,There Be Dragons ,Roland Joffé,5.9
247,Dante's Peak ,Roger Donaldson,5.8
4983,Absentia ,Mike Flanagan,5.8
585,xXx ,Rob Cohen,5.8
